"Empresa";"Credor";"Centro de Custo";"Plano Financeiro";"Documento";"Lançamento";"Parcela";"Id";"Dt. emissão";"Valor original";"Dt. vencimento";"Saldo atual";"Dias";"Dt. baixa";"Valor baixa";"Acréscimo";"Desconto";"Pagto líquido";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"284 - REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFS .1751170";"1964";"1/1";"00";"14/02/2023";"956,03";"14/02/2023";"0,00";"10";"24/02/2023";"956,03";"0,00";"0,00";"956,03";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"285 - FISGADARIA COMERCIO VAREJISTA DE UTILIDADES LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFE .025168";"1965";"1/1";"00";"15/02/2023";"689,00";"24/02/2023";"0,00";"0";"24/02/2023";"689,00";"0,00";"0,00";"689,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"286 - FRIOVIX COMERCIO DE REFRIGERACAO LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.99.03 - Móveis, Utensílios Elétricos, Instalações";"NFS .189441";"1966";"1/1";"00";"15/02/2023";"2.776,84";"15/02/2023";"0,00";"9";"24/02/2023";"2.776,84";"0,00";"0,00";"2.776,84";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"287 - DUBAI IMPORTADORA E DISTRIBUIDORA LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFS .50434";"1968";"1/1";"00";"17/02/2023";"299,09";"17/02/2023";"0,00";"7";"24/02/2023";"299,09";"0,00";"0,00";"299,09";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"287 - DUBAI IMPORTADORA E DISTRIBUIDORA LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFE .6455";"1969";"1/1";"00";"14/02/2023";"215,81";"14/02/2023";"0,00";"10";"24/02/2023";"215,81";"0,00";"0,00";"215,81";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"287 - DUBAI IMPORTADORA E DISTRIBUIDORA LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFE .6457";"1970";"1/1";"00";"14/02/2023";"107,25";"14/02/2023";"0,00";"10";"24/02/2023";"107,25";"0,00";"0,00";"107,25";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"288 - VTR IMPORTACAO DE UTENSILIOS PARA COZINHAS EIRELI";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFE .018426";"1971";"1/1";"00";"15/02/2023";"285,00";"15/02/2023";"0,00";"9";"24/02/2023";"285,00";"0,00";"0,00";"285,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"289 - MAGAZINE PRO COMERCIAL LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFE .018426";"1972";"1/1";"00";"15/02/2023";"626,70";"15/02/2023";"0,00";"9";"24/02/2023";"626,70";"0,00";"0,00";"626,70";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"290 - WEBFONES COMERCIO DE ARTIGOS DE TELEFONIA S.A.";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.06 - Bens de pequeno valor";"NFS .1579996";"1973";"1/1";"00";"16/02/2023";"612,90";"16/02/2023";"0,00";"8";"24/02/2023";"612,90";"0,00";"0,00";"612,90";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"291 - KABUM COMERCIO ELETRONICO S.A.";"301 - Eindom Participações - Adm/Financeiro";"2.01.99.03 - Móveis, Utensílios Elétricos, Instalações";"NFS .17008968";"1974";"1/1";"00";"15/02/2023";"6.316,85";"15/02/2023";"0,00";"9";"24/02/2023";"6.316,85";"0,00";"0,00";"6.316,85";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"302 - JFX ELETRONICA E REFRIGERACAO LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.07 - Marcenaria, Manutenção e Obras";"NFS .7020";"2551";"1/1";"00";"11/04/2023";"220,00";"15/04/2023";"0,00";"0";"14/04/2023";"220,00";"0,00";"0,00";"220,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"302 - JFX ELETRONICA E REFRIGERACAO LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.07 - Marcenaria, Manutenção e Obras";"NFS .7071-1";"2804";"1/1";"00";"24/04/2023";"220,00";"14/05/2023";"0,00";"0";"10/05/2023";"220,00";"0,00";"0,00";"220,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"302 - JFX ELETRONICA E REFRIGERACAO LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.07 - Marcenaria, Manutenção e Obras";"NFS .7100-1";"2915";"1/1";"00";"04/05/2023";"1.836,56";"31/05/2023";"0,00";"0";"30/05/2023";"1.836,56";"0,00";"0,00";"1.836,56";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"302 - JFX ELETRONICA E REFRIGERACAO LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.07 - Marcenaria, Manutenção e Obras";"NFS .7179-1";"3096";"1/1";"00";"20/05/2023";"220,00";"05/06/2023";"0,00";"0";"05/06/2023";"220,00";"0,00";"0,00";"220,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"302 - JFX ELETRONICA E REFRIGERACAO LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.07 - Marcenaria, Manutenção e Obras";"NFS .7298-1";"3485";"1/1";"00";"15/06/2023";"220,00";"05/07/2023";"0,00";"0";"05/07/2023";"220,00";"0,00";"0,00";"220,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"329 - CONTEXTUAL SUPORTE E TECNOLOGIA EIRELI";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.20 - Locação de Impressora";"REC .2993/1";"2325";"1/1";"00";"20/03/2023";"407,37";"30/03/2023";"0,00";"0";"30/03/2023";"407,37";"0,00";"0,00";"407,37";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"329 - CONTEXTUAL SUPORTE E TECNOLOGIA EIRELI";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.20 - Locação de Impressora";"REC .3075/1";"2718";"1/1";"00";"20/04/2023";"469,67";"30/04/2023";"0,00";"0";"28/04/2023";"469,67";"0,00";"0,00";"469,67";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"329 - CONTEXTUAL SUPORTE E TECNOLOGIA EIRELI";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.20 - Locação de Impressora";"ND  .3139";"3097";"1/1";"00";"22/05/2023";"422,01";"30/05/2023";"0,00";"0";"30/05/2023";"422,01";"0,00";"0,00";"422,01";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"329 - CONTEXTUAL SUPORTE E TECNOLOGIA EIRELI";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.20 - Locação de Impressora";"ND  .3204";"3543";"1/1";"00";"21/06/2023";"448,08";"30/06/2023";"0,00";"0";"30/06/2023";"448,08";"0,00";"0,00";"448,08";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"354 - JOHN RICHARD LOCACAO DE MOVEIS LTDA.";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.21 - Locação de Móveis";"REC .3087 1";"2462";"1/1";"00";"20/02/2023";"3.052,75";"10/04/2023";"0,00";"0";"10/04/2023";"3.052,75";"0,00";"0,00";"3.052,75";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"354 - JOHN RICHARD LOCACAO DE MOVEIS LTDA.";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.21 - Locação de Móveis";"REC .31541";"2463";"1/1";"00";"10/03/2023";"5.903,50";"10/04/2023";"0,00";"0";"10/04/2023";"5.903,50";"0,00";"0,00";"5.903,50";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"354 - JOHN RICHARD LOCACAO DE MOVEIS LTDA.";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.21 - Locação de Móveis";"REC .32311";"2498";"1/1";"00";"05/04/2023";"5.903,50";"01/05/2023";"0,00";"0";"28/04/2023";"5.903,50";"0,00";"0,00";"5.903,50";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"354 - JOHN RICHARD LOCACAO DE MOVEIS LTDA.";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.21 - Locação de Móveis";"REC .33311";"2883";"1/1";"00";"01/05/2023";"6.342,32";"01/06/2023";"0,00";"0";"30/05/2023";"6.342,32";"0,00";"0,00";"6.342,32";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"354 - JOHN RICHARD LOCACAO DE MOVEIS LTDA.";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.21 - Locação de Móveis";"REC .34591";"3323";"1/1";"00";"01/06/2023";"5.903,50";"01/07/2023";"0,00";"0";"30/06/2023";"5.903,50";"0,00";"0,00";"5.903,50";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"354 - JOHN RICHARD LOCACAO DE MOVEIS LTDA.";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.21 - Locação de Móveis";"REC .34631";"3324";"1/1";"00";"03/06/2023";"118,99";"01/07/2023";"0,00";"0";"30/06/2023";"118,99";"0,00";"0,00";"118,99";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"354 - JOHN RICHARD LOCACAO DE MOVEIS LTDA.";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.21 - Locação de Móveis";"REC .4212 1";"3678";"1/1";"00";"01/07/2023";"6.022,49";"01/08/2023";"0,00";"0";"28/07/2023";"6.022,49";"0,00";"0,00";"6.022,49";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"357 - 15 OFICIO DE NOTAS DA COMARCA DA CAPITAL DO ESTADO DO RIO DE JANEIRO";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.08 - Despesas com Cartórios e Legalizações";"FAT .80000074731";"2466";"1/1";"00";"31/03/2023";"205,00";"12/04/2023";"0,00";"2";"14/04/2023";"205,00";"0,00";"0,00";"205,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"357 - 15 OFICIO DE NOTAS DA COMARCA DA CAPITAL DO ESTADO DO RIO DE JANEIRO";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.08 - Despesas com Cartórios e Legalizações";"REC .80000077819";"4203";"1/1";"00";"31/07/2023";"77,64";"10/08/2023";"0,00";"0";"10/08/2023";"77,64";"0,00";"0,00";"77,64";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"357 - 15 OFICIO DE NOTAS DA COMARCA DA CAPITAL DO ESTADO DO RIO DE JANEIRO";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.08 - Despesas com Cartórios e Legalizações";"REC .78589";"4917";"1/1";"00";"05/09/2023";"166,86";"10/09/2023";"0,00";"1";"11/09/2023";"166,86";"0,00";"0,00";"166,86";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"376 - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO - JUCERJA-";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.08 - Despesas com Cartórios e Legalizações";"GUIA.104353294";"2598";"1/1";"00";"13/04/2023";"488,00";"14/04/2023";"0,00";"0";"14/04/2023";"488,00";"0,00";"0,00";"488,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"376 - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO - JUCERJA-";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.08 - Despesas com Cartórios e Legalizações";"GUIA.104395813";"3217";"1/1";"00";"26/05/2023";"488,00";"30/05/2023";"0,00";"0";"30/05/2023";"488,00";"0,00";"0,00";"488,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"376 - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO - JUCERJA-";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.08 - Despesas com Cartórios e Legalizações";"GUIA.104395813";"3295";"1/1";"00";"26/05/2023";"488,00";"10/06/2023";"0,00";"0";"02/06/2023";"488,00";"0,00";"0,00";"488,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"376 - JUNTA COMERCIAL DO ESTADO DO RIO DE JANEIRO - JUCERJA-";"301 - Eindom Participações - Adm/Financeiro";"2.01.07.08 - Despesas com Cartórios e Legalizações";"GUIA.104459865";"4158";"1/1";"00";"01/08/2023";"488,00";"05/08/2023";"0,00";"0";"04/08/2023";"488,00";"0,00";"0,00";"488,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"406 - MULTSPACE PRODUCOES GRAFICAS LTDA";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.22 - Serviços Graficos";"NFS .2447";"2968";"1/1";"00";"09/05/2023";"5.800,00";"15/05/2023";"0,00";"0";"15/05/2023";"5.800,00";"0,00";"0,00";"5.800,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"431 - RACIMEC ELETRONICA E SERVICOS SA";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.28 - Locação Vaga de Garagem";"REC .052023";"3173";"1/1";"00";"26/05/2023";"290,32";"05/06/2023";"0,00";"0";"05/06/2023";"290,32";"0,00";"0,00";"290,32";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"431 - RACIMEC ELETRONICA E SERVICOS SA";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.28 - Locação Vaga de Garagem";"REC .048/2023";"3515";"1/1";"00";"20/06/2023";"1.000,00";"05/07/2023";"0,00";"0";"05/07/2023";"1.000,00";"0,00";"0,00";"1.000,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"431 - RACIMEC ELETRONICA E SERVICOS SA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.01 - Aluguéis";"REC .056/2023";"3941";"1/1";"00";"20/07/2023";"1.000,00";"07/08/2023";"0,00";"0";"04/08/2023";"1.000,00";"0,00";"0,00";"1.000,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"431 - RACIMEC ELETRONICA E SERVICOS SA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.01 - Aluguéis";"REC .082023";"4696";"1/1";"00";"25/08/2023";"1.000,00";"05/09/2023";"0,00";"0";"05/09/2023";"1.000,00";"0,00";"0,00";"1.000,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"431 - RACIMEC ELETRONICA E SERVICOS SA";"301 - Eindom Participações - Adm/Financeiro";"2.01.06.01 - Aluguéis";"REC .070/2023";"5268";"1/1";"00";"21/09/2023";"1.000,00";"05/10/2023";"1.000,00";"0";"";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"560 - ALLIANZ SEGUROS S/A";"301 - Eindom Participações - Adm/Financeiro";"2.03.02.02 - Adiantamento a Fornecedores";"ADT .15082023";"4514";"1/1";"00";"16/08/2023";"599,21";"25/08/2023";"0,00";"0";"18/08/2023A";"599,21";"0,00";"0,00";"599,21";"";"";"";"";"";"";
"3 - EINDOM PARTICIPAÇÕES LTDA";"560 - ALLIANZ SEGUROS S/A";"301 - Eindom Participações - Adm/Financeiro";"2.01.09.41 - Seguro Empresarial";"REC .5177";"4607";"1/1";"00";"18/08/2023";"599,21";"18/08/2023";"0,00";"0";"18/08/2023";"599,21";"0,00";"0,00";"0,00";"";"";"";"";"";"";
